treated	age	educ	black	married	nodegree	dwincl	re74	re75	re78	hisp	early_ra	sample
	40	8	0	1	1		18667.895	16410.098	20321.695	0		2.0
	40	8	0	1	1		6201.0796	6933.9194	5081.902	0		2.0
	40	8	0	1	1		20286.248	22957.307	25564.67	0		2.0
	40	8	0	1	1		11528.326	0.0	0.0	0		2.0
	33	8	0	1	1		25862.322	19389.193	23721.945	0		2.0
	33	8	0	1	1		17613.809	17199.629	18520.348	0		2.0
	33	8	0	1	1		13728.582	13964.517	13787.188	0		2.0
	33	8	0	1	1		25862.322	25243.549	25564.67	0		2.0
	18	11	0	1	1		9418.195	0.0	0.0	0		2.0
	33	15	0	1	0		20133.426	20006.855	10163.804	1		2.0
	32	17	0	1	0		25121.719	25243.549	25527.727	0		2.0
	36	13	0	0	0		25862.322	25243.549	25564.67	0		2.0
	40	7	0	1	1		15499.76	15960.726	14520.142	0		2.0
	18	12	0	1	0		5542.7656	8588.178	8386.099	0		2.0
	18	12	0	1	0		2415.776	2461.6936	17109.12	0		2.0
	18	12	0	1	0		3138.7454	9739.3545	14663.48	0		2.0
	18	12	0	1	0		10582.0	9141.387	7964.9463	0		2.0
	18	12	0	1	0		0.0	2708.758	8520.571	0		2.0
	33	7	0	1	1		17012.314	14270.661	14341.336	0		2.0
	33	14	0	1	0		22798.03	22787.227	25564.67	1		2.0
	33	14	0	1	0		23327.031	25243.549	23059.924	1		2.0
	45	3	0	1	1		25862.322	24735.098	19602.043	1		2.0
	36	12	0	0	0		22939.096	19593.291	0.0	0		2.0
	36	12	0	0	0		0.0	0.0	0.0	0		2.0
	46	9	0	0	1		25862.322	25243.549	20340.906	0		2.0
	32	16	0	1	0		16738.016	11780.322	11130.236	0		2.0
	32	16	0	1	0		4282.957	7032.387	4238.1196	0		2.0
	32	16	0	1	0		25862.322	25243.549	12733.57	0		2.0
	32	16	0	1	0		0.0	0.0	1822.0369	0		2.0
	32	16	0	1	0		25033.553	25243.549	25564.67	0		2.0
	32	16	0	1	0		9373.133	8405.564	22303.328	0		2.0
	32	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	40	13	0	1	0		8973.442	12730.983	24673.602	1		2.0
	33	6	0	1	1		5497.7026	5131.0645	4920.8296	0		2.0
	33	13	0	1	0		0.0	0.0	0.0	1		2.0
	32	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	15	0	1	0		18808.96	17187.098	6905.4165	0		2.0
	32	15	0	1	0		22966.525	24731.516	25564.67	0		2.0
	32	15	0	1	0		25862.322	25243.549	25564.67	0		2.0
	36	9	0	0	1		2353.0793	7123.6934	13235.997	0		2.0
	40	10	0	1	1		20897.54	13354.017	962.0	1		2.0
	33	12	0	1	0		20952.398	20121.436	829.00464	1		2.0
	33	5	0	1	1		25862.322	25243.549	12927.152	0		2.0
	17	12	1	0	0		0.0	449.37097	10784.448	0		2.0
	28	12	1	1	0		19964.93	12587.758	15952.059	0		2.0
	28	12	1	1	0		16005.251	19342.645	21842.277	0		2.0
	33	12	0	1	0		11179.576	8113.7417	5510.4424	1		2.0
	33	12	0	1	0		23963.793	23412.049	1381.6743	1		2.0
	33	12	0	1	0		14494.656	9782.322	21183.21	1		2.0
	32	14	0	1	0		19061.707	17124.436	21611.752	0		2.0
	32	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	38	12	1	1	0		25838.81	22923.291	25564.67	0		2.0
	38	12	1	1	0		16826.184	13033.549	8689.032	0		2.0
	38	12	1	1	0		18424.945	19244.178	19557.71	0		2.0
	32	13	0	1	0		25862.322	13982.419	25564.67	0		2.0
	17	9	1	0	1		1647.7434	845.0323	325.09985	0		2.0
	17	9	1	0	1		0.0	0.0	0.0	0		2.0
	32	13	0	1	0		0.0	0.0	0.0	0		2.0
	32	13	0	1	0		14594.578	16093.21	25564.67	0		2.0
	32	13	0	1	0		24502.59	19586.129	25564.67	0		2.0
	32	13	0	1	0		19800.35	19681.016	25564.67	0		2.0
	40	3	0	1	1		0.0	0.0	0.0	0		2.0
	47	11	1	1	1		12870.424	12208.21	15919.549	0		2.0
	46	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	11	0	1	1		22905.79	19987.162	21045.781	0		2.0
	32	11	0	1	1		19161.629	20710.451	4348.949	0		2.0
	32	11	0	1	1		18325.021	24756.58	25564.67	0		2.0
	32	11	0	1	1		19700.428	20015.807	25564.67	0		2.0
	32	12	0	1	0		11248.15	23816.662	8921.035	0		2.0
	32	12	0	1	0		25862.322	25243.549	4857.287	0		2.0
	32	12	0	1	0		2791.955	3466.0645	2550.5562	0		2.0
	32	12	0	1	0		11161.943	13128.436	0.0	0		2.0
	47	12	1	1	0		0.0	0.0	0.0	0		2.0
	32	12	0	1	0		2878.1628	114.58064	0.0	0		2.0
	32	12	0	1	0		0.0	0.0	0.0	0		2.0
	32	12	0	1	0		25862.322	25243.549	0.0	0		2.0
	32	12	0	1	0		25862.322	23274.193	5039.048	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		25862.322	25243.549	23587.47	0		2.0
	32	12	0	1	0		20768.229	21625.307	25326.756	0		2.0
	32	12	0	1	0		24091.145	23562.436	25564.67	0		2.0
	32	12	0	1	0		16555.805	16519.307	18842.492	0		2.0
	32	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	32	12	0	1	0		10088.265	639.14514	0.0	0		2.0
	32	10	0	1	1		24424.22	25243.549	0.0	0		2.0
	32	10	0	1	1		4106.623	19729.355	25564.67	0		2.0
	32	10	0	1	1		16806.59	15668.903	19305.02	0		2.0
	32	10	0	1	1		15991.535	10605.871	20054.227	0		2.0
	31	18	0	1	0		18640.465	14626.936	24422.387	0		2.0
	48	8	0	1	1		1980.8187	2159.1292	948.70044	0		2.0
	48	8	0	1	1		5554.5215	0.0	10233.257	0		2.0
	31	18	0	1	0		0.0	0.0	0.0	0		2.0
	31	18	0	1	0		16591.07	17097.58	20890.621	0		2.0
	31	18	0	1	0		22860.725	22780.064	25564.67	0		2.0
	31	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	18	0	1	0		0.0	3560.9517	15392.0	0		2.0
	43	12	1	1	0		19169.467	15751.258	16358.434	0		2.0
	43	12	1	1	0		16571.479	15522.097	21469.889	0		2.0
	32	9	0	1	1		25862.322	25012.598	25561.715	0		2.0
	32	9	0	1	1		23940.281	23813.08	25564.67	0		2.0
	32	9	0	1	1		24116.615	22917.92	25564.67	0		2.0
	32	9	0	1	1		25862.322	25243.549	25564.67	0		2.0
	32	9	0	1	1		11826.135	8650.839	25564.67	0		2.0
	31	17	0	1	0		0.0	1618.4517	0.0	0		2.0
	19	13	0	1	0		0.0	6126.484	11780.437	0		2.0
	19	13	0	1	0		1371.4868	4260.968	23188.486	0		2.0
	31	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	17	0	1	0		2468.6763	5404.984	0.0	0		2.0
	31	17	0	1	0		0.0	10.741936	0.0	0		2.0
	23	7	1	1	1		4931.4746	5191.9355	6605.438	0		2.0
	32	8	0	1	1		15039.332	15642.049	9622.955	0		2.0
	32	8	0	1	1		20836.803	22862.42	25564.67	0		2.0
	32	8	0	1	1		20082.484	20535.0	23287.492	0		2.0
	32	8	0	1	1		25862.322	21231.436	25564.67	0		2.0
	31	16	0	1	0		25862.322	3254.8064	25564.67	0		2.0
	19	12	0	1	0		10629.022	17666.902	21899.908	0		2.0
	19	12	0	1	0		1447.8982	3023.8547	20999.973	0		2.0
	19	12	0	1	0		3857.7964	7261.5483	0.0	0		2.0
	19	12	0	1	0		2182.6233	5268.9194	15823.496	0		2.0
	19	12	0	1	0		4974.5786	4946.661	2525.4348	0		2.0
	19	12	0	1	0		0.0	11135.807	1001.8986	0		2.0
	19	12	0	1	0		7676.407	11902.064	25564.67	0		2.0
	19	12	0	1	0		2325.6497	7034.1772	22712.658	0		2.0
	19	12	0	1	0		2125.8044	4388.0806	20852.2	0		2.0
	19	12	0	1	0		5276.3057	11606.661	23324.436	0		2.0
	19	12	0	1	0		6847.6377	18665.902	15414.166	0		2.0
	19	12	0	1	0		6210.876	14410.307	15236.839	0		2.0
	19	12	0	1	0		6830.004	11470.597	13162.11	0		2.0
	19	12	0	1	0		2329.568	5118.532	20797.523	0		2.0
	19	12	0	1	0		1861.3035	5490.9194	15502.829	0		2.0
	19	12	0	1	0		12319.87	10738.3545	25564.67	0		2.0
	19	12	0	1	0		1118.7413	655.25806	25419.852	0		2.0
	19	12	0	1	0		11018.916	12134.807	20874.365	0		2.0
	19	12	0	1	0		9798.293	10582.597	4997.6714	0		2.0
	19	12	0	1	0		15617.315	25243.549	25564.67	0		2.0
	19	12	0	1	0		7100.383	19654.162	25564.67	0		2.0
	19	12	0	1	0		7139.5684	5696.8066	14252.673	0		2.0
	31	16	0	1	0		25633.088	24018.967	25564.67	0		2.0
	31	16	0	1	0		18552.297	18637.258	21718.148	0		2.0
	31	16	0	1	0		10830.827	16143.339	16002.301	0		2.0
	31	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	16	0	1	0		19543.686	20610.193	20441.393	0		2.0
	31	16	0	1	0		19913.988	19356.967	25564.67	0		2.0
	31	16	0	1	0		21677.328	25243.549	25564.67	0		2.0
	31	16	0	1	0		18215.303	18159.242	21537.865	0		2.0
	31	16	0	1	0		12987.9795	19428.58	22094.967	0		2.0
	31	16	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	16	0	1	0		21073.873	21134.758	15501.352	0		2.0
	41	18	0	0	0		0.0	0.0	0.0	0		2.0
	41	18	0	0	0		25862.322	22765.742	25564.67	0		2.0
	41	18	0	0	0		0.0	0.0	0.0	0		2.0
	35	16	0	0	0		21718.473	18044.662	0.0	0		2.0
	44	11	0	1	1		24723.988	12340.693	2158.9585	0		2.0
	32	7	0	1	1		8724.615	13225.113	16119.041	0		2.0
	32	14	0	1	0		564.26886	1457.3226	0.0	1		2.0
	31	15	0	1	0		24471.242	25000.064	25564.67	0		2.0
	44	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	15	0	1	0		25862.322	25243.549	22117.133	0		2.0
	35	15	0	0	0		22874.44	20817.871	22996.38	0		2.0
	19	9	0	1	1		6426.395	10122.483	16222.482	0		2.0
	44	10	0	1	1		18914.762	23034.291	22278.205	0		2.0
	32	13	0	1	0		1491.0021	0.0	25564.67	1		2.0
	31	14	0	1	0		17831.287	11563.693	22094.967	0		2.0
	55	8	0	0	1		8575.711	4441.7905	11314.952	0		2.0
	55	8	0	0	1		2901.674	9535.258	0.0	0		2.0
	51	10	0	1	1		23405.4	25243.549	1421.573	0		2.0
	51	10	0	1	1		25862.322	16823.662	25564.67	0		2.0
	51	10	0	1	1		22946.934	22715.613	0.0	0		2.0
	31	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	41	16	0	0	0		2223.7678	11502.822	24871.615	0		2.0
	41	16	0	0	0		25862.322	25243.549	4576.519	0		2.0
	41	16	0	0	0		25862.322	25243.549	25564.67	0		2.0
	41	16	0	0	0		0.0	0.0	288.15668	0		2.0
	41	16	0	0	0		25680.11	25243.549	25564.67	0		2.0
	44	9	0	1	1		0.0	4243.0645	13071.97	0		2.0
	32	5	0	1	1		17868.514	18379.451	19161.68	0		2.0
	32	12	0	1	0		20174.57	17724.193	18507.047	1		2.0
	31	13	0	1	0		12165.088	4103.4194	22773.244	0		2.0
	55	7	0	0	1		0.0	0.0	0.0	0		2.0
	41	15	0	0	0		16992.72	25243.549	0.0	0		2.0
	44	8	0	1	1		18991.174	12829.451	21035.438	0		2.0
	44	8	0	1	1		3810.774	1072.4032	0.0	0		2.0
	31	11	0	1	1		12660.782	14745.097	25564.67	0		2.0
	31	11	0	1	1		24741.621	23467.549	25551.371	0		2.0
	31	11	0	1	1		16371.634	17878.162	14852.63	0		2.0
	31	11	0	1	1		0.0	4241.2744	6757.6436	0		2.0
	31	11	0	1	1		16046.3955	5109.5806	0.0	0		2.0
	30	18	0	1	0		0.0	15432.581	19169.068	0		2.0
	30	18	0	1	0		9719.923	19799.178	25564.67	0		2.0
	31	18	0	1	0		5176.383	0.0	0.0	1		2.0
	44	8	0	1	1		14776.79	9504.822	17601.201	0		2.0
	44	8	0	1	1		25862.322	25243.549	25564.67	0		2.0
	47	4	1	1	1		15644.745	15548.951	15770.298	0		2.0
	30	18	0	1	0		12114.146	25243.549	0.0	0		2.0
	30	18	0	1	0		20258.818	23632.258	25564.67	0		2.0
	30	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	18	0	1	0		0.0	0.0	24855.361	0		2.0
	30	18	0	1	0		25860.363	25243.549	25564.67	0		2.0
	30	18	0	1	0		0.0	0.0	0.0	0		2.0
	30	18	0	1	0		13289.707	25243.549	25564.67	0		2.0
	30	18	0	1	0		25245.152	21875.951	25564.67	0		2.0
	30	18	0	1	0		20384.21	21304.838	24636.658	0		2.0
	30	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		23652.27	6228.532	22403.812	0		2.0
	31	12	0	1	0		25862.322	25243.549	0.0	0		2.0
	31	12	0	1	0		21902.645	24708.242	25564.67	0		2.0
	31	12	0	1	0		20172.611	20255.709	25564.67	0		2.0
	31	12	0	1	0		17096.562	14668.113	15384.611	0		2.0
	31	12	0	1	0		17114.195	16281.193	17636.666	0		2.0
	31	12	0	1	0		14271.3	13611.822	12944.885	0		2.0
	31	12	0	1	0		18808.96	21834.773	16732.299	0		2.0
	31	12	0	1	0		14357.507	25243.549	25564.67	0		2.0
	31	12	0	1	0		25862.322	25243.549	25564.67	0		2.0
	31	12	0	1	0		0.0	0.0	0.0	0		2.0
	31	12	0	1	0		24008.855	21793.598	25564.67	0		2.0
	31	12	0	1	0		2317.8127	1385.7097	617.6897	0		2.0
	49	12	0	0	0		16726.26	21716.613	22018.125	0		2.0
	41	14	0	0	0		10560.448	9533.468	0.0	0		2.0
	41	14	0	0	0		25862.322	25243.549	25564.67	0		2.0
	41	14	0	0	0		0.0	0.0	0.0	0		2.0
	41	14	0	0	0		20484.135	8690.226	0.0	0		2.0
	35	12	0	0	0		17472.742	3319.258	8145.229	0		2.0
	31	10	0	1	1		6099.1978	4260.968	11756.793	0		2.0
	31	10	0	1	1		17165.137	21086.42	0.0	0		2.0
	31	10	0	1	1		25862.322	25243.549	25564.67	0		2.0
	18	9	1	0	1		1183.3971	1822.5483	803.88324	0		2.0
	20	14	0	1	0		2198.2974	3976.3064	15990.4795	0		2.0
	20	14	0	1	0		5248.876	6445.161	11811.469	0		2.0
	20	14	0	1	0		3266.0977	3861.7258	17199.26	0		2.0
	48	7	0	1	1		14098.884	19306.838	25564.67	1		2.0
	30	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	30	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	53	11	1	1	1		22147.553	23780.855	25564.67	0		2.0
	39	10	0	1	1		25862.322	25243.549	25564.67	0		2.0
	39	10	0	1	1		1941.6334	12772.161	0.0	0		2.0
	39	10	0	1	1		25862.322	25243.549	25564.67	0		2.0
	32	8	0	1	1		17582.46	17088.629	20602.465	1		2.0
	31	9	0	1	1		25862.322	17489.662	19995.12	0		2.0
	20	13	0	1	0		33.307537	1312.3064	12299.118	0		2.0
	20	13	0	1	0		6920.1304	0.0	18366.664	0		2.0
	20	13	0	1	0		5756.3257	8956.983	1579.6897	0		2.0
	20	13	0	1	0		2539.2097	6647.468	3088.4485	0		2.0
	20	13	0	1	0		12384.525	13987.79	24576.07	0		2.0
	30	16	0	1	0		19038.195	11467.017	24933.68	0		2.0
	31	16	0	1	0		0.0	0.0	0.0	1		2.0
	48	6	0	1	1		14657.275	18250.549	17763.752	1		2.0
	30	16	0	1	0		18967.662	25243.549	25564.67	0		2.0
	30	16	0	1	0		24733.783	25243.549	25564.67	0		2.0
	30	16	0	1	0		11685.067	2148.3872	21639.828	0		2.0
	30	16	0	1	0		16451.963	17427.0	6513.819	0		2.0
	30	16	0	1	0		23583.695	25243.549	0.0	0		2.0
	30	16	0	1	0		5730.8555	2107.2097	9433.807	0		2.0
	30	16	0	1	0		20950.44	25243.549	25564.67	0		2.0
	30	16	0	1	0		18025.254	17502.193	19777.893	0		2.0
	30	16	0	1	0		13119.251	16035.919	17584.945	0		2.0
	30	16	0	1	0		22847.01	17222.902	18436.117	0		2.0
	30	16	0	1	0		0.0	2554.7903	15566.372	0		2.0
	30	16	0	1	0		695.53973	930.9677	682.70966	0		2.0
	30	16	0	1	0		13771.687	19924.5	65.019966	0		2.0
	30	16	0	1	0		5207.731	14639.468	19040.508	0		2.0
	30	16	0	1	0		12893.935	22964.467	25564.67	0		2.0
	30	16	0	1	0		16201.177	16134.387	16330.356	0		2.0
	30	16	0	1	0		20660.469	16617.773	17098.773	0		2.0
	39	9	0	1	1		18405.352	18127.016	23317.047	0		2.0
	39	9	0	1	1		18330.9	16750.258	22742.213	0		2.0
	39	9	0	1	1		25315.686	24801.338	8470.329	0		2.0
	39	9	0	1	1		9631.756	10131.436	13960.083	0		2.0
	39	9	0	1	1		19326.207	20030.129	13825.609	0		2.0
	20	12	0	1	0		12145.495	791.3226	13683.748	0		2.0
	41	12	0	0	0		22133.838	20504.564	24531.738	0		2.0
	41	12	0	0	0		19798.39	19326.533	15783.598	0		2.0
	41	12	0	0	0		8593.344	10767.0	16172.239	0		2.0
	41	12	0	0	0		25862.322	25243.549	25564.67	0		2.0
	31	8	0	1	1		24018.652	25243.549	23807.652	0		2.0
	20	12	0	1	0		3938.1262	4864.3066	9670.243	0		2.0
	20	12	0	1	0		6212.835	8620.403	14888.096	0		2.0
	20	12	0	1	0		3317.0388	7293.7744	19067.105	0		2.0
	20	12	0	1	0		2938.9001	3303.1453	0.0	0		2.0
	20	12	0	1	0		14798.342	14793.436	17187.438	0		2.0
	20	12	0	1	0		5922.864	14888.322	966.43317	0		2.0
	20	12	0	1	0		9772.823	15853.307	0.0	0		2.0
	20	12	0	1	0		10883.728	22337.855	20686.693	0		2.0
	20	12	0	1	0		19874.803	23207.951	25564.67	0		2.0
	20	12	0	1	0		15787.771	24056.564	25564.67	0		2.0
	20	12	0	1	0		13654.13	17416.258	15451.109	0		2.0
	20	12	0	1	0		9416.236	8052.871	14375.324	0		2.0
	20	12	0	1	0		7774.3706	12095.419	17171.184	0		2.0
	20	12	0	1	0		0.0	16766.371	13373.426	0		2.0
	20	12	0	1	0		0.0	0.0	0.0	0		2.0
	20	12	0	1	0		7654.8555	9485.129	7234.949	0		2.0
	20	12	0	1	0		9506.362	15078.097	17480.027	0		2.0
	20	12	0	1	0		3746.1182	13567.064	11040.096	0		2.0
	20	12	0	1	0		7772.4116	7449.532	21020.66	0		2.0
	20	12	0	1	0		12043.613	14945.613	22427.457	0		2.0
	20	12	0	1	0		6769.2666	19446.484	25564.67	0		2.0
	20	12	0	1	0		7627.426	10690.017	12188.289	0		2.0
	20	12	0	1	0		7588.24	10276.451	0.0	0		2.0
	20	12	0	1	0		3215.1567	11490.29	9900.768	0		2.0
	20	12	0	1	0		1302.9125	2604.9194	11022.362	0		2.0
	20	12	0	1	0		10691.719	12347.8545	5912.384	0		2.0
	20	12	0	1	0		13891.201	13946.613	13301.017	0		2.0
	20	12	0	1	0		8050.6274	16544.371	17747.496	0		2.0
	20	12	0	1	0		2235.5234	7574.855	18913.422	0		2.0
	20	12	0	1	0		8544.362	18193.258	25564.67	0		2.0
	20	12	0	1	0		13810.872	16605.242	21463.979	0		2.0
	20	12	0	1	0		6494.969	0.0	2365.8403	0		2.0
	20	12	0	1	0		11291.255	14272.451	17577.557	0		2.0
	20	12	0	1	0		8908.786	4706.7583	12102.581	0		2.0
	20	12	0	1	0		12024.0205	17380.451	25181.94	0		2.0
	20	12	0	1	0		11728.171	15083.468	12404.037	0		2.0
	51	11	0	1	1		14255.625	15611.613	13812.311	1		2.0
	44	12	0	1	0		11802.623	10034.758	8038.8325	1		2.0
	49	8	0	0	1		13391.589	13262.71	10769.671	0		2.0
	49	8	0	0	1		270.3788	0.0	0.0	0		2.0
	30	15	0	1	0		23871.707	25243.549	25564.67	0		2.0
	39	8	0	1	1		24163.637	20937.822	25564.67	0		2.0
	39	8	0	1	1		4165.4014	9229.113	811.2719	0		2.0
	55	3	0	0	1		1208.8677	0.0	0.0	0		2.0
	55	3	0	0	1		16967.25	15939.242	11439.081	0		2.0
	53	9	1	1	1		22956.729	25152.242	25514.428	0		2.0
	31	7	0	1	1		14514.248	10820.71	14828.986	0		2.0
	31	7	0	1	1		7903.682	21584.129	17432.74	0		2.0
	16	11	0	0	1		0.0	1833.2903	15259.005	0		2.0
	41	9	0	0	1		9077.283	11139.387	5918.295	0		2.0
	48	4	0	1	1		18791.328	18399.145	25564.67	1		2.0
	30	14	0	1	0		10779.886	15036.919	4911.963	0		2.0
	55	8	0	0	1		25862.322	25243.549	25564.67	1		2.0
	21	16	0	1	0		4745.344	2323.8386	19284.332	0		2.0
	20	9	0	1	1		1557.6171	0.0	6525.6406	0		2.0
	20	9	0	1	1		14253.666	15582.968	18106.584	0		2.0
	49	7	0	0	1		3699.0957	11289.774	0.0	0		2.0
	30	14	0	1	0		22451.238	20871.58	22677.191	0		2.0
	30	14	0	1	0		14831.649	15434.371	16998.29	0		2.0
	30	14	0	1	0		21569.568	21512.516	18693.24	0		2.0
	30	14	0	1	0		25862.322	25243.549	25564.67	0		2.0
	39	7	0	1	1		25862.322	22978.791	25564.67	0		2.0
	16	10	0	0	1		0.0	1516.4032	5084.857	0		2.0
	16	10	0	0	1		0.0	0.0	709.3088	0		2.0
	16	10	0	0	1		0.0	0.0	1399.4071	0		2.0
	16	10	0	0	1		0.0	0.0	5244.4517	0		2.0
	16	10	0	0	1		0.0	164.70967	8473.284	0		2.0
	16	10	0	0	1		3221.0347	1636.3549	10670.664	0		2.0
	16	10	0	0	1		0.0	1645.3064	6778.332	0		2.0
	16	10	0	0	1		0.0	572.9032	11116.9375	0		2.0
	16	10	0	0	1		0.0	0.0	8854.538	0		2.0
	16	10	0	0	1		1451.8167	1736.6129	1675.742	0		2.0
	16	10	0	0	1		3558.0286	3607.5	11643.008	0		2.0
	29	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	18	0	1	0		18473.926	19593.291	20633.496	0		2.0
	29	18	0	1	0		15940.595	25243.549	25564.67	0		2.0
	29	18	0	1	0		21105.223	17324.951	25564.67	0		2.0
	29	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	18	0	1	0		20719.246	23741.467	25564.67	0		2.0
	29	18	0	1	0		25862.322	3806.2258	0.0	0		2.0
	29	18	0	1	0		10329.255	3580.6453	678.2765	0		2.0
	29	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	18	0	1	0		12419.792	24171.145	25564.67	0		2.0
	29	18	0	1	0		18507.234	20839.355	25564.67	0		2.0
	29	18	0	1	0		25862.322	25243.549	25564.67	0		2.0
	37	13	1	1	0		25862.322	25243.549	25244.004	0		2.0
	16	10	0	0	1		0.0	0.0	11564.688	0		2.0
	16	10	0	0	1		0.0	0.0	0.0	0		2.0
	16	10	0	0	1		0.0	1271.129	4942.9956	0		2.0
	16	10	0	0	1		0.0	1826.129	1786.5714	0		2.0
	16	10	0	0	1		963.9593	5122.113	11032.707	0		2.0
	16	10	0	0	1		0.0	0.0	10256.9	0		2.0
	16	10	0	0	1		924.7739	1613.0807	3845.0444	0		2.0
	16	10	0	0	1		0.0	560.371	1912.1782	0		2.0
	16	10	0	0	1		0.0	0.0	7430.0093	0		2.0
	16	10	0	0	1		0.0	0.0	12902.03	0		2.0
	16	10	0	0	1		1318.5865	2003.371	12893.164	0		2.0
	16	10	0	0	1		0.0	0.0	3691.361	0		2.0
	16	10	0	0	1		0.0	261.3871	9157.472	0		2.0
	16	10	0	0	1		0.0	3858.1453	8749.619	0		2.0
	16	10	0	0	1		0.0	2289.8225	8836.805	0		2.0
	16	10	0	0	1		0.0	0.0	16095.397	0		2.0
	16	10	0	0	1		0.0	2207.4678	11121.37	0		2.0
	16	10	0	0	1		0.0	69.82258	1259.0231	0		2.0
	16	10	0	0	1		0.0	0.0	0.0	0		2.0
	16	10	0	0	1		977.67413	1935.3387	3759.3364	0		2.0
	30	13	0	1	0		0.0	0.0	0.0	0		2.0
	21	15	0	1	0		0.0	5675.3228	16775.152	0		2.0
	21	15	0	1	0		1567.4135	5123.9033	13515.287	0		2.0
	21	15	0	1	0		4835.4707	9746.517	24556.86	0		2.0
	21	15	0	1	0		2648.9287	6629.5645	18412.473	0		2.0
	31	11	0	1	1		25862.322	25243.549	25564.67	1		2.0
	54	12	1	0	0		0.0	0.0	0.0	0		2.0
	30	13	0	1	0		1063.8818	0.0	0.0	0		2.0
	30	13	0	1	0		25343.115	22302.049	23577.127	0		2.0
	30	13	0	1	0		20250.982	10024.017	12095.192	0		2.0
	30	13	0	1	0		25862.322	25243.549	25564.67	0		2.0
	53	7	1	1	1		12890.017	12501.822	25564.67	0		2.0
	30	11	0	1	1		25068.818	25243.549	25564.67	0		2.0
	30	11	0	1	1		389.8941	23854.258	19390.729	0		2.0
	30	11	0	1	1		8810.823	12347.8545	15087.588	0		2.0
	16	9	0	0	1		0.0	0.0	9442.673	0		2.0
	16	9	0	0	1		0.0	0.0	418.19662	0		2.0
	16	9	0	0	1		0.0	0.0	1971.2872	0		2.0
	16	9	0	0	1		0.0	0.0	6494.6084	0		2.0
	16	9	0	0	1		0.0	0.0	1864.891	0		2.0
	16	9	0	0	1		0.0	1144.0161	13875.853	0		2.0
	16	9	0	0	1		0.0	597.9677	2878.6113	0		2.0
	16	9	0	0	1		0.0	0.0	0.0	0		2.0
	16	9	0	0	1		822.892	522.7742	13249.297	0		2.0
	16	9	0	0	1		0.0	1002.5806	2370.2734	0		2.0
	34	17	0	0	0		23491.61	22781.855	25564.67	0		2.0
	29	17	0	1	0		12743.071	13882.161	13157.678	0		2.0
	29	17	0	1	0		0.0	0.0	4369.6377	0		2.0
	29	17	0	1	0		25862.322	25173.727	23983.502	0		2.0
	29	17	0	1	0		0.0	0.0	25564.67	0		2.0
	29	17	0	1	0		4286.876	3022.0645	15697.89	0		2.0
	29	17	0	1	0		0.0	23331.484	25564.67	0		2.0
	29	17	0	1	0		19124.402	18966.678	19662.629	0		2.0
	29	17	0	1	0		25862.322	25243.549	25564.67	0		2.0
	29	17	0	1	0		21058.2	23030.709	25564.67	0		2.0
	37	12	1	1	0		11975.039	15316.21	18913.422	0		2.0
	37	12	1	1	0		25862.322	25134.338	25564.67	0		2.0
	37	12	1	1	0		0.0	0.0	0.0	0		2.0
	31	5	0	1	1		19627.936	18665.902	3125.3916	0		2.0
	16	9	0	0	1		242.94908	406.40323	3655.8955	0		2.0
	16	9	0	0	1		0.0	0.0	6049.8125	0		2.0
	16	9	0	0	1		715.1324	2773.2097	7002.9463	0		2.0
	16	9	0	0	1		164.57841	517.4032	3617.4746	0		2.0
	16	9	0	0	1		0.0	35.80645	397.50845	0		2.0
	16	9	0	0	1		0.0	0.0	351.6989	0		2.0
	16	9	0	0	1		2210.053	1095.6774	11320.863	0		2.0
	16	9	0	0	1		0.0	2126.9033	11379.973	0		2.0
	16	9	0	0	1		3405.2058	3086.516	9356.965	0		2.0
	16	9	0	0	1		0.0	0.0	628.0338	0		2.0
	16	9	0	0	1		0.0	130.69354	121.17358	0		2.0
	30	12	0	1	0		20151.059	19104.533	21044.305	0		2.0
	30	12	0	1	0		19402.62	13302.097	24426.82	0		2.0
	30	12	0	1	0		0.0	0.0	24502.184	0		2.0
	30	12	0	1	0		25862.322	23181.098	25564.67	0		2.0
	31	12	0	1	0		6400.925	6987.629	7181.751	1		2.0
